tanggal,pm10,so2,co,o3,no2,max
2018-08-24,67.0,27.0,22.0,110.0,7.0,110.0
2018-08-25,57.0,29.0,13.0,202.0,4.0,202.0
2018-08-26,59.0,25.0,16.0,131.0,7.0,131.0
2018-08-27,63.0,27.0,20.0,166.0,7.0,166.0
2018-08-28,59.0,25.0,15.0,182.0,6.0,182.0
2018-08-29,59.0,21.0,14.0,161.0,4.0,161.0
2018-08-30,75.0,27.0,16.0,153.0,13.0,153.0
2018-08-31,58.0,24.0,15.0,130.0,5.0,130.0
2018-09-01,61.0,25.0,18.0,145.0,5.0,145.0
2018-09-02,61.0,22.0,20.0,136.0,5.0,136.0
2018-09-03,44.0,20.0,19.0,175.0,6.0,175.0
2018-09-04,43.0,22.0,11.0,217.0,2.0,217.0
2018-09-05,46.0,21.0,11.0,140.0,3.0,140.0
2018-09-06,68.0,25.0,21.0,148.0,7.0,148.0
2018-09-07,60.0,24.0,17.0,147.0,5.0,147.0
2018-09-08,49.0,23.0,14.0,175.0,4.0,175.0
2018-09-09,58.0,22.0,20.0,126.0,6.0,126.0
2018-09-10,61.0,25.0,20.0,132.0,6.0,132.0
2018-09-11,59.0,25.0,16.0,102.0,6.0,102.0
2018-09-12,54.0,16.0,16.0,164.0,11.0,164.0
2018-09-13,56.0,39.0,14.0,190.0,5.0,190.0
2018-09-14,60.0,18.0,17.0,233.0,11.0,233.0
2018-09-15,62.0,19.0,16.0,196.0,10.0,196.0
2018-09-16,63.0,22.0,15.0,119.0,11.0,119.0
2018-09-17,56.0,25.0,16.0,83.0,5.0,83.0
2018-09-18,54.0,25.0,15.0,141.0,5.0,141.0
2018-09-19,48.0,25.0,13.0,85.0,4.0,85.0
2018-09-20,63.0,31.0,15.0,77.0,6.0,77.0
2018-09-21,80.0,33.0,18.0,34.0,11.0,80.0
2018-09-22,44.0,29.0,14.0,157.0,6.0,157.0
2018-09-23,71.0,28.0,29.0,130.0,6.0,130.0
2018-09-24,60.0,27.0,18.0,152.0,5.0,152.0
2018-09-25,68.0,29.0,24.0,197.0,7.0,197.0
2018-09-26,65.0,50.0,18.0,202.0,6.0,202.0
2018-09-27,59.0,37.0,17.0,146.0,5.0,146.0
2018-09-28,56.0,24.0,16.0,194.0,5.0,194.0
2018-09-29,54.0,30.0,15.0,165.0,4.0,165.0
2018-09-30,58.0,26.0,16.0,145.0,3.0,145.0
2018-10-01,55.0,26.0,17.0,124.0,4.0,124.0
2018-10-02,58.0,41.0,17.0,88.0,6.0,88.0
2018-10-03,53.0,30.0,14.0,144.0,6.0,144.0
2018-10-04,63.0,26.0,21.0,109.0,6.0,109.0
2018-10-05,51.0,29.0,11.0,146.0,5.0,146.0
2018-10-06,56.0,29.0,15.0,123.0,4.0,123.0
2018-10-07,58.0,29.0,16.0,128.0,4.0,128.0
2018-10-09,60.0,28.0,19.0,173.0,5.0,173.0
2018-10-10,61.0,29.0,17.0,190.0,7.0,190.0
2018-10-11,58.0,31.0,15.0,149.0,8.0,149.0
2018-10-12,60.0,35.0,16.0,118.0,10.0,118.0
2018-10-13,60.0,16.0,18.0,189.0,25.0,189.0
2018-10-14,59.0,29.0,16.0,138.0,9.0,138.0
2018-10-15,58.0,28.0,16.0,119.0,8.0,119.0
2018-10-16,58.0,29.0,16.0,210.0,7.0,210.0
2018-10-17,58.0,34.0,15.0,217.0,7.0,217.0
2018-10-18,56.0,34.0,13.0,207.0,5.0,207.0
2018-10-19,61.0,27.0,23.0,146.0,12.0,146.0
2018-10-20,57.0,31.0,15.0,212.0,6.0,212.0
2018-10-21,59.0,27.0,18.0,139.0,8.0,139.0
2018-10-22,54.0,28.0,15.0,150.0,7.0,150.0
2018-10-23,40.0,11.0,18.0,148.0,16.0,148.0
2018-10-24,73.0,31.0,31.0,139.0,21.0,139.0
2018-10-25,53.0,30.0,16.0,97.0,7.0,97.0
2018-10-26,67.0,27.0,20.0,119.0,21.0,119.0
2018-10-27,52.0,17.0,26.0,104.0,5.0,104.0
2018-10-28,43.0,17.0,20.0,90.0,3.0,90.0
2018-10-29,28.0,16.0,19.0,85.0,4.0,85.0
2018-10-30,50.0,17.0,25.0,104.0,4.0,104.0
2018-10-31,47.0,18.0,20.0,97.0,3.0,97.0
2018-11-01,71.0,22.0,22.0,95.0,16.0,95.0
2018-11-02,47.0,18.0,18.0,85.0,5.0,85.0
2018-11-03,76.0,29.0,23.0,173.0,14.0,173.0
2018-11-04,56.0,26.0,21.0,110.0,8.0,110.0
2018-11-05,48.0,16.0,23.0,101.0,3.0,101.0
2018-11-06,53.0,19.0,16.0,122.0,12.0,122.0
2018-11-07,54.0,28.0,18.0,96.0,7.0,96.0
2018-11-08,38.0,16.0,22.0,89.0,3.0,89.0
2018-11-09,43.0,16.0,22.0,98.0,4.0,98.0
2018-11-10,55.0,16.0,36.0,166.0,4.0,166.0
2018-11-11,54.0,17.0,35.0,104.0,4.0,104.0
2018-11-12,52.0,17.0,16.0,144.0,15.0,144.0
2018-11-13,56.0,15.0,15.0,129.0,23.0,129.0
2018-11-14,38.0,13.0,14.0,65.0,16.0,65.0
2018-11-15,27.0,12.0,6.0,51.0,8.0,51.0
2018-11-16,54.0,31.0,12.0,234.0,16.0,234.0
2018-11-17,65.0,36.0,11.0,145.0,16.0,145.0
2018-11-18,54.0,19.0,22.0,120.0,4.0,120.0
2018-11-19,75.0,21.0,31.0,90.0,4.0,90.0
2018-11-20,50.0,16.0,16.0,94.0,16.0,94.0
2018-11-21,66.0,31.0,14.0,163.0,22.0,163.0
2018-11-22,59.0,18.0,17.0,129.0,20.0,129.0
2018-11-23,66.0,27.0,14.0,203.0,18.0,203.0
2018-11-24,61.0,18.0,33.0,193.0,22.0,193.0
2018-11-25,52.0,18.0,21.0,77.0,3.0,77.0
2018-11-26,48.0,16.0,20.0,90.0,4.0,90.0
2018-11-27,54.0,16.0,28.0,126.0,4.0,126.0
2018-11-28,63.0,26.0,13.0,109.0,17.0,109.0
2018-11-29,48.0,18.0,21.0,76.0,3.0,76.0
2018-11-30,42.0,16.0,20.0,131.0,4.0,131.0
2018-12-01,60.0,16.0,27.0,112.0,3.0,112.0
2018-12-02,73.0,36.0,20.0,132.0,21.0,132.0
2018-12-03,65.0,25.0,17.0,97.0,20.0,97.0
2018-12-04,63.0,13.0,29.0,71.0,3.0,71.0
2018-12-05,55.0,15.0,26.0,81.0,22.0,81.0
2018-12-06,52.0,18.0,33.0,94.0,3.0,94.0
2018-12-07,33.0,17.0,29.0,134.0,5.0,134.0
2018-12-08,56.0,11.0,23.0,134.0,27.0,134.0
2018-12-09,58.0,18.0,12.0,104.0,19.0,104.0
2018-12-10,66.0,17.0,20.0,137.0,19.0,137.0
2018-12-11,73.0,16.0,35.0,123.0,34.0,123.0
2018-12-12,56.0,16.0,17.0,214.0,18.0,214.0
2018-12-13,51.0,14.0,14.0,117.0,26.0,117.0
2018-12-14,35.0,17.0,21.0,92.0,8.0,92.0
2018-12-15,23.0,11.0,5.0,47.0,6.0,47.0
2018-12-16,35.0,12.0,11.0,63.0,9.0,63.0
2018-12-17,31.0,13.0,8.0,128.0,12.0,128.0
2018-12-18,51.0,27.0,9.0,160.0,14.0,160.0
2018-12-19,60.0,26.0,17.0,195.0,17.0,195.0
2018-12-20,55.0,17.0,24.0,97.0,4.0,97.0
2018-12-21,41.0,18.0,19.0,64.0,3.0,64.0
2018-12-22,58.0,21.0,21.0,66.0,3.0,66.0
2018-12-26,28.0,12.0,5.0,69.0,2.0,69.0
2018-12-27,28.0,13.0,15.0,55.0,3.0,55.0
2018-12-29,22.0,11.0,2.0,50.0,1.0,50.0
2018-12-30,24.0,12.0,3.0,53.0,1.0,53.0
2018-12-31,44.0,13.0,6.0,43.0,2.0,44.0
2019-01-04,33.0,14.0,7.0,64.0,11.0,64.0
2019-01-05,54.0,11.0,10.0,40.0,3.0,54.0
2019-01-06,55.0,19.0,14.0,105.0,10.0,105.0
2019-01-07,71.0,11.0,16.0,132.0,8.0,132.0
2019-01-08,40.0,10.0,7.0,143.0,3.0,143.0
2019-01-09,61.0,15.0,28.0,198.0,8.0,198.0
2019-01-10,41.0,13.0,26.0,128.0,8.0,128.0
2019-01-11,54.0,12.0,18.0,91.0,4.0,91.0
2019-01-14,65.0,12.0,32.0,99.0,9.0,99.0
2019-01-15,72.0,10.0,18.0,53.0,10.0,72.0
2019-01-16,31.0,7.0,6.0,64.0,5.0,64.0
2019-01-20,60.0,11.0,25.0,82.0,12.0,82.0
2019-01-21,52.0,10.0,14.0,94.0,8.0,94.0
2019-01-22,23.0,9.0,12.0,92.0,8.0,92.0
2019-01-23,40.0,9.0,24.0,70.0,9.0,70.0
2019-01-24,36.0,9.0,13.0,81.0,9.0,81.0
2019-01-25,32.0,8.0,25.0,74.0,9.0,74.0
2019-01-26,63.0,19.0,33.0,118.0,15.0,118.0
2019-01-27,56.0,9.0,39.0,74.0,8.0,74.0
2019-01-28,53.0,9.0,25.0,77.0,6.0,77.0
2019-01-29,46.0,9.0,22.0,88.0,6.0,88.0
2019-01-30,24.0,18.0,22.0,73.0,9.0,73.0
2019-01-31,56.0,10.0,21.0,54.0,7.0,56.0
2019-02-01,61.0,20.0,47.0,93.0,9.0,93.0
2019-02-02,57.0,9.0,42.0,79.0,10.0,79.0
2019-02-03,55.0,10.0,28.0,95.0,8.0,95.0
2019-02-04,56.0,9.0,20.0,86.0,7.0,86.0
2019-02-05,57.0,9.0,36.0,80.0,6.0,80.0
2019-02-06,42.0,9.0,14.0,75.0,6.0,75.0
2019-02-07,70.0,39.0,30.0,47.0,19.0,70.0
2019-02-08,45.0,17.0,23.0,132.0,13.0,132.0
2019-02-09,57.0,18.0,20.0,144.0,9.0,144.0
2019-02-10,57.0,9.0,15.0,81.0,6.0,81.0
2019-02-11,34.0,9.0,11.0,71.0,6.0,71.0
2019-02-13,67.0,9.0,43.0,71.0,13.0,71.0
2019-02-14,53.0,9.0,35.0,91.0,12.0,91.0
2019-02-15,54.0,9.0,17.0,89.0,12.0,89.0
2019-02-16,42.0,9.0,10.0,111.0,6.0,111.0
2019-02-17,55.0,9.0,19.0,79.0,8.0,79.0
2019-02-18,44.0,12.0,14.0,88.0,8.0,88.0
2019-02-19,68.0,16.0,25.0,123.0,14.0,123.0
2019-02-20,63.0,22.0,22.0,70.0,12.0,70.0
2019-02-21,69.0,9.0,29.0,86.0,13.0,86.0
2019-02-22,48.0,11.0,18.0,77.0,9.0,77.0
2019-02-23,40.0,12.0,16.0,102.0,12.0,102.0
2019-02-24,56.0,9.0,25.0,88.0,13.0,88.0
2019-02-25,59.0,9.0,32.0,115.0,12.0,115.0
2019-02-26,50.0,10.0,21.0,88.0,13.0,88.0
2019-02-27,64.0,11.0,17.0,67.0,10.0,67.0
2019-02-28,40.0,10.0,12.0,98.0,7.0,98.0
2019-03-01,52.0,9.0,18.0,70.0,7.0,70.0
2019-03-02,45.0,10.0,25.0,62.0,11.0,62.0
2019-03-03,32.0,12.0,12.0,82.0,8.0,82.0
2019-03-04,55.0,11.0,20.0,104.0,13.0,104.0
2019-03-05,27.0,10.0,18.0,83.0,16.0,83.0
2019-03-06,54.0,9.0,24.0,60.0,18.0,60.0
2019-03-07,54.0,13.0,32.0,112.0,13.0,112.0
2019-03-08,78.0,11.0,37.0,155.0,14.0,155.0
2019-03-09,58.0,12.0,25.0,215.0,15.0,215.0
2019-03-10,60.0,26.0,16.0,164.0,19.0,164.0
2019-03-11,55.0,23.0,15.0,44.0,18.0,55.0
2019-03-12,40.0,10.0,13.0,51.0,6.0,51.0
2019-03-13,32.0,11.0,16.0,122.0,11.0,122.0
2019-03-14,53.0,14.0,29.0,162.0,15.0,162.0
2019-03-15,71.0,23.0,29.0,132.0,11.0,132.0
2019-03-16,57.0,13.0,43.0,128.0,11.0,128.0
2019-03-17,38.0,17.0,10.0,82.0,6.0,82.0
2019-03-18,52.0,9.0,13.0,65.0,6.0,65.0
2019-03-19,38.0,9.0,14.0,68.0,5.0,68.0
2019-03-20,26.0,16.0,7.0,65.0,3.0,65.0
2019-03-21,40.0,13.0,10.0,74.0,4.0,74.0
2019-03-22,42.0,19.0,17.0,58.0,5.0,58.0
2019-03-23,31.0,18.0,6.0,75.0,3.0,75.0
2019-03-24,17.0,14.0,5.0,55.0,2.0,55.0
2019-03-25,26.0,12.0,6.0,42.0,3.0,42.0
2019-03-26,61.0,18.0,19.0,89.0,8.0,89.0
2019-03-27,39.0,13.0,16.0,192.0,15.0,192.0
2019-03-28,51.0,15.0,24.0,130.0,17.0,130.0
2019-03-29,57.0,19.0,15.0,182.0,10.0,182.0
2019-03-30,51.0,18.0,19.0,190.0,13.0,190.0
2019-03-31,57.0,16.0,18.0,194.0,8.0,194.0
2019-04-01,61.0,14.0,26.0,167.0,15.0,167.0
2019-04-02,57.0,13.0,35.0,101.0,13.0,101.0
2019-04-03,62.0,15.0,42.0,146.0,14.0,146.0
2019-04-04,59.0,14.0,16.0,172.0,10.0,172.0
2019-04-05,51.0,14.0,18.0,83.0,11.0,83.0
2019-04-06,74.0,11.0,38.0,195.0,9.0,195.0
2019-04-07,66.0,15.0,35.0,243.0,10.0,243.0
2019-04-08,53.0,13.0,18.0,235.0,10.0,235.0
2019-04-09,51.0,12.0,17.0,127.0,10.0,127.0
2019-04-10,64.0,13.0,27.0,199.0,13.0,199.0
2019-04-11,62.0,12.0,15.0,153.0,8.0,153.0
2019-04-12,43.0,9.0,10.0,78.0,8.0,78.0
2019-04-13,32.0,9.0,7.0,62.0,9.0,62.0
2019-04-14,38.0,11.0,9.0,112.0,7.0,112.0
2019-04-15,54.0,11.0,19.0,122.0,10.0,122.0
2019-04-16,56.0,16.0,26.0,119.0,11.0,119.0
2019-04-17,60.0,22.0,27.0,80.0,9.0,80.0
2019-04-18,70.0,10.0,21.0,111.0,7.0,111.0
2019-04-19,60.0,22.0,13.0,31.0,5.0,60.0
2019-04-20,31.0,10.0,13.0,105.0,6.0,105.0
2019-04-21,60.0,10.0,27.0,110.0,8.0,110.0
2019-04-22,59.0,10.0,20.0,63.0,9.0,63.0
2019-04-23,59.0,11.0,12.0,73.0,8.0,73.0
2019-04-24,52.0,10.0,11.0,72.0,7.0,72.0
2019-04-25,58.0,9.0,40.0,85.0,11.0,85.0
2019-04-26,38.0,10.0,11.0,124.0,6.0,124.0
2019-04-27,45.0,10.0,25.0,90.0,9.0,90.0
2019-04-28,58.0,12.0,46.0,78.0,9.0,78.0
2019-04-29,49.0,10.0,24.0,130.0,11.0,130.0
2019-04-30,49.0,10.0,14.0,111.0,17.0,111.0
2019-05-01,36.0,13.0,20.0,80.0,7.0,80.0
2019-05-02,48.0,10.0,18.0,23.0,5.0,48.0
2019-05-03,49.0,12.0,13.0,99.0,12.0,99.0
2019-05-05,56.0,14.0,34.0,91.0,11.0,91.0
2019-05-06,50.0,11.0,14.0,93.0,7.0,93.0
2019-05-07,69.0,11.0,27.0,89.0,9.0,89.0
2019-05-09,65.0,11.0,24.0,149.0,22.0,149.0
2019-05-10,52.0,11.0,12.0,87.0,11.0,87.0
2019-05-11,37.0,15.0,16.0,65.0,10.0,65.0
2019-05-12,69.0,22.0,16.0,76.0,6.0,76.0
2019-05-13,61.0,10.0,20.0,93.0,8.0,93.0
2019-05-14,68.0,12.0,17.0,80.0,11.0,80.0
2019-05-15,67.0,11.0,17.0,90.0,8.0,90.0
2019-05-16,55.0,9.0,9.0,111.0,10.0,111.0
2019-05-17,63.0,9.0,9.0,100.0,12.0,100.0
2019-05-18,54.0,13.0,17.0,111.0,21.0,111.0
2019-05-19,74.0,22.0,31.0,114.0,10.0,114.0
2019-05-20,67.0,14.0,12.0,85.0,9.0,85.0
2019-05-21,67.0,12.0,18.0,98.0,9.0,98.0
2019-05-22,65.0,14.0,15.0,99.0,9.0,99.0
2019-05-23,58.0,18.0,19.0,82.0,8.0,82.0
2019-05-24,69.0,13.0,11.0,62.0,11.0,69.0
2019-05-25,64.0,12.0,21.0,104.0,13.0,104.0
2019-05-26,65.0,18.0,22.0,107.0,11.0,107.0
2019-05-27,71.0,11.0,20.0,101.0,8.0,101.0
2019-05-28,67.0,12.0,13.0,84.0,9.0,84.0
2019-05-29,56.0,12.0,12.0,86.0,7.0,86.0
2019-05-30,53.0,11.0,14.0,84.0,6.0,84.0
2019-05-31,55.0,11.0,13.0,89.0,6.0,89.0
2019-06-01,60.0,9.0,12.0,104.0,7.0,104.0
2019-06-02,59.0,8.0,17.0,106.0,9.0,106.0
2019-06-03,50.0,11.0,12.0,89.0,6.0,89.0
2019-06-04,75.0,11.0,18.0,82.0,9.0,82.0
2019-06-05,82.0,25.0,26.0,56.0,12.0,82.0
2019-06-06,50.0,11.0,10.0,75.0,7.0,75.0
2019-06-07,45.0,24.0,6.0,54.0,5.0,54.0
2019-06-08,44.0,10.0,8.0,105.0,8.0,105.0
2019-06-09,47.0,14.0,18.0,98.0,8.0,98.0
2019-06-10,57.0,16.0,19.0,88.0,8.0,88.0
2019-06-11,55.0,15.0,19.0,105.0,9.0,105.0
2019-06-12,68.0,17.0,18.0,108.0,8.0,108.0
2019-06-13,79.0,24.0,23.0,148.0,12.0,148.0
2019-06-14,60.0,11.0,20.0,98.0,14.0,98.0
2019-06-15,54.0,10.0,20.0,112.0,8.0,112.0
2019-06-16,66.0,10.0,24.0,107.0,10.0,107.0
2019-06-17,60.0,11.0,21.0,93.0,8.0,93.0
2019-06-18,59.0,13.0,10.0,74.0,9.0,74.0
2019-06-19,60.0,21.0,17.0,92.0,11.0,92.0
2019-06-20,78.0,20.0,24.0,99.0,12.0,99.0
2019-06-21,72.0,12.0,16.0,103.0,10.0,103.0
2019-06-22,74.0,28.0,18.0,133.0,10.0,133.0
2019-06-23,71.0,12.0,17.0,134.0,10.0,134.0
2019-06-24,76.0,24.0,19.0,103.0,12.0,103.0
2019-06-25,89.0,19.0,12.0,73.0,10.0,89.0
2019-06-26,84.0,19.0,10.0,67.0,11.0,84.0
2019-06-27,67.0,13.0,15.0,142.0,11.0,142.0
2019-06-28,64.0,13.0,13.0,143.0,17.0,143.0
2019-06-29,69.0,12.0,11.0,173.0,10.0,173.0
2019-06-30,63.0,14.0,16.0,83.0,12.0,83.0
2019-07-01,64.0,26.0,12.0,96.0,12.0,96.0
2019-07-04,69.0,16.0,7.0,78.0,9.0,78.0
2019-07-05,63.0,13.0,12.0,91.0,8.0,91.0
2019-07-06,55.0,11.0,14.0,82.0,10.0,82.0
2019-07-07,63.0,23.0,12.0,41.0,7.0,63.0
2019-07-08,55.0,14.0,13.0,84.0,9.0,84.0
2019-07-09,66.0,13.0,9.0,111.0,8.0,111.0
2019-07-10,58.0,14.0,14.0,91.0,15.0,91.0
2019-07-11,71.0,28.0,16.0,52.0,12.0,71.0
2019-07-12,58.0,13.0,15.0,77.0,11.0,77.0
2019-07-13,57.0,27.0,11.0,163.0,9.0,163.0
2019-07-14,80.0,29.0,16.0,160.0,9.0,160.0
2019-07-15,67.0,13.0,22.0,77.0,18.0,77.0
2019-07-16,76.0,27.0,16.0,92.0,12.0,92.0
2019-07-17,64.0,21.0,16.0,107.0,13.0,107.0
2019-07-18,65.0,13.0,13.0,87.0,11.0,87.0
2019-07-19,68.0,14.0,9.0,49.0,7.0,68.0
2019-07-20,75.0,23.0,16.0,113.0,10.0,113.0
2019-07-21,66.0,7.0,8.0,91.0,5.0,91.0
2019-07-22,67.0,21.0,18.0,121.0,7.0,121.0
2019-07-23,83.0,10.0,9.0,62.0,10.0,83.0
2019-07-24,64.0,13.0,14.0,92.0,11.0,92.0
2019-07-25,75.0,23.0,19.0,124.0,9.0,124.0
2019-07-26,64.0,14.0,11.0,96.0,9.0,96.0
2019-07-27,62.0,12.0,11.0,94.0,7.0,94.0
2019-07-28,90.0,27.0,14.0,115.0,9.0,115.0
2019-07-29,74.0,11.0,17.0,129.0,9.0,129.0
2019-07-30,79.0,10.0,11.0,99.0,10.0,99.0
2019-07-31,71.0,13.0,23.0,94.0,10.0,94.0
2019-08-01,57.0,20.0,13.0,115.0,6.0,115.0
2019-08-02,61.0,20.0,14.0,96.0,7.0,96.0
2019-08-03,66.0,22.0,16.0,92.0,8.0,92.0
2019-08-04,61.0,12.0,18.0,80.0,8.0,80.0
2019-08-06,62.0,13.0,14.0,140.0,12.0,140.0
2019-08-07,61.0,14.0,17.0,127.0,10.0,127.0
2019-08-08,67.0,22.0,16.0,146.0,9.0,146.0
2019-08-09,60.0,12.0,18.0,119.0,18.0,119.0
2019-08-10,64.0,13.0,24.0,100.0,18.0,100.0
2019-08-11,64.0,13.0,21.0,72.0,8.0,72.0
2019-08-12,62.0,13.0,17.0,73.0,9.0,73.0
2019-08-13,70.0,8.0,7.0,54.0,7.0,70.0
2019-08-14,55.0,20.0,11.0,69.0,6.0,69.0
2019-08-15,69.0,28.0,9.0,102.0,6.0,102.0
2019-08-16,92.0,20.0,28.0,207.0,14.0,207.0
2019-08-17,71.0,19.0,15.0,174.0,9.0,174.0
2019-08-18,63.0,19.0,13.0,108.0,6.0,108.0
2019-08-20,65.0,23.0,12.0,171.0,7.0,171.0
2019-08-21,64.0,13.0,20.0,76.0,11.0,76.0
2019-08-22,56.0,21.0,12.0,88.0,8.0,88.0
2019-08-23,69.0,19.0,15.0,201.0,9.0,201.0
2019-08-24,64.0,21.0,12.0,171.0,7.0,171.0
2019-08-25,66.0,21.0,11.0,128.0,6.0,128.0
2019-08-26,66.0,20.0,11.0,184.0,6.0,184.0
2019-08-27,66.0,35.0,12.0,149.0,9.0,149.0
2019-08-28,61.0,25.0,10.0,108.0,9.0,108.0
2019-08-29,64.0,18.0,18.0,132.0,10.0,132.0
2019-08-30,67.0,20.0,13.0,96.0,8.0,96.0
2019-08-31,67.0,13.0,30.0,78.0,15.0,78.0
2019-09-01,67.0,22.0,14.0,109.0,8.0,109.0
2019-09-02,71.0,20.0,14.0,187.0,9.0,187.0
2019-09-03,61.0,13.0,18.0,141.0,11.0,141.0
2019-09-04,63.0,27.0,10.0,144.0,9.0,144.0
2019-09-05,75.0,22.0,16.0,113.0,3.0,113.0
2019-09-06,60.0,12.0,20.0,127.0,9.0,127.0
2019-09-07,65.0,23.0,13.0,127.0,3.0,127.0
2019-09-08,65.0,22.0,13.0,126.0,3.0,126.0
2019-09-09,64.0,12.0,20.0,106.0,11.0,106.0
2019-09-10,56.0,23.0,10.0,91.0,3.0,91.0
2019-09-11,68.0,25.0,17.0,160.0,4.0,160.0
2019-09-12,78.0,22.0,19.0,143.0,3.0,143.0
2019-09-13,69.0,22.0,15.0,156.0,3.0,156.0
2019-09-14,63.0,24.0,14.0,156.0,2.0,156.0
2019-09-15,68.0,23.0,12.0,99.0,2.0,99.0
2019-09-16,60.0,21.0,10.0,74.0,2.0,74.0
2019-09-17,57.0,25.0,10.0,77.0,3.0,77.0
2019-09-18,58.0,13.0,22.0,132.0,8.0,132.0
2019-09-19,70.0,21.0,15.0,107.0,4.0,107.0
2019-09-20,59.0,22.0,10.0,91.0,3.0,91.0
2019-09-21,59.0,22.0,10.0,169.0,3.0,169.0
2019-09-22,65.0,23.0,11.0,153.0,3.0,153.0
2019-09-23,61.0,25.0,12.0,87.0,4.0,87.0
2019-09-24,61.0,26.0,10.0,112.0,9.0,112.0
2019-09-25,68.0,26.0,12.0,174.0,6.0,174.0
2019-09-26,65.0,23.0,10.0,110.0,9.0,110.0
2019-09-27,72.0,22.0,12.0,131.0,8.0,131.0
2019-09-28,58.0,24.0,9.0,102.0,7.0,102.0
2019-09-29,65.0,22.0,12.0,115.0,8.0,115.0
2019-09-30,60.0,20.0,12.0,146.0,7.0,146.0
2019-10-01,74.0,24.0,18.0,184.0,11.0,184.0
2019-10-02,69.0,25.0,10.0,153.0,8.0,153.0
2019-10-03,78.0,22.0,10.0,138.0,8.0,138.0
2019-10-04,76.0,21.0,10.0,169.0,8.0,169.0
2019-10-05,62.0,25.0,10.0,89.0,8.0,89.0
2019-10-06,62.0,21.0,10.0,164.0,8.0,164.0
2019-10-07,67.0,22.0,10.0,100.0,8.0,100.0
2019-10-08,70.0,24.0,13.0,138.0,8.0,138.0
2019-10-09,50.0,11.0,16.0,130.0,9.0,130.0
2019-10-11,71.0,21.0,8.0,207.0,9.0,207.0
2019-10-12,77.0,21.0,12.0,177.0,11.0,177.0
2019-10-13,70.0,22.0,7.0,173.0,7.0,173.0
2019-10-14,77.0,21.0,12.0,156.0,9.0,156.0
2019-10-15,59.0,19.0,5.0,178.0,5.0,178.0
2019-10-16,68.0,20.0,10.0,144.0,8.0,144.0
2019-10-17,60.0,19.0,6.0,156.0,7.0,156.0
2019-10-18,51.0,11.0,14.0,104.0,14.0,104.0
2019-10-19,58.0,13.0,19.0,78.0,9.0,78.0
2019-10-20,66.0,20.0,9.0,147.0,7.0,147.0
2019-10-21,65.0,23.0,12.0,87.0,8.0,87.0
2019-10-22,70.0,24.0,13.0,135.0,8.0,135.0
2019-10-23,69.0,22.0,11.0,140.0,9.0,140.0
2019-10-24,61.0,14.0,18.0,129.0,8.0,129.0
2019-10-25,65.0,33.0,11.0,172.0,7.0,172.0
2019-10-26,67.0,22.0,3.0,180.0,9.0,180.0
2019-10-27,75.0,21.0,10.0,153.0,8.0,153.0
2019-10-28,52.0,12.0,21.0,121.0,9.0,121.0
2019-10-29,55.0,13.0,23.0,97.0,12.0,97.0
2019-10-30,66.0,21.0,8.0,171.0,7.0,171.0
2019-10-31,46.0,15.0,17.0,120.0,11.0,120.0
2019-11-01,55.0,8.0,9.0,120.0,8.0,120.0
2019-11-02,59.0,7.0,17.0,87.0,9.0,87.0
2019-11-03,51.0,20.0,7.0,92.0,7.0,92.0
2019-11-04,57.0,10.0,16.0,137.0,9.0,137.0
2019-11-05,58.0,20.0,11.0,193.0,12.0,193.0
2019-11-06,61.0,20.0,14.0,156.0,13.0,156.0
2019-11-07,58.0,24.0,8.0,209.0,11.0,209.0
2019-11-08,72.0,35.0,17.0,150.0,11.0,150.0
2019-11-09,60.0,25.0,10.0,220.0,12.0,220.0
2019-11-10,63.0,32.0,11.0,183.0,7.0,183.0
2019-11-11,65.0,36.0,10.0,162.0,7.0,162.0
2019-11-12,64.0,22.0,7.0,134.0,9.0,134.0
2019-11-14,76.0,9.0,22.0,49.0,12.0,76.0
2019-11-15,65.0,37.0,19.0,94.0,6.0,94.0
2019-11-17,59.0,21.0,20.0,126.0,8.0,126.0
2019-11-18,60.0,20.0,17.0,165.0,7.0,165.0
2019-11-19,59.0,20.0,21.0,100.0,6.0,100.0
2019-11-20,41.0,11.0,18.0,134.0,12.0,134.0
2019-11-21,72.0,12.0,14.0,103.0,10.0,103.0
2019-11-22,60.0,7.0,21.0,112.0,11.0,112.0
2019-11-23,85.0,22.0,34.0,146.0,16.0,146.0
2019-11-24,68.0,21.0,25.0,167.0,8.0,167.0
2019-11-25,64.0,20.0,21.0,160.0,7.0,160.0
2019-11-26,77.0,22.0,30.0,125.0,11.0,125.0
2019-11-27,70.0,20.0,29.0,101.0,10.0,101.0
2019-11-28,48.0,9.0,28.0,106.0,9.0,106.0
2019-11-29,53.0,35.0,14.0,124.0,7.0,124.0
2019-12-02,47.0,13.0,18.0,136.0,4.0,136.0
2019-12-03,63.0,20.0,21.0,107.0,7.0,107.0
2019-12-04,60.0,36.0,12.0,125.0,7.0,125.0
2019-12-05,38.0,34.0,12.0,143.0,6.0,143.0
2019-12-06,61.0,35.0,14.0,159.0,7.0,159.0
2019-12-07,45.0,35.0,9.0,86.0,5.0,86.0
2019-12-09,64.0,16.0,30.0,155.0,10.0,155.0
2019-12-11,74.0,17.0,31.0,184.0,11.0,184.0
2019-12-14,42.0,11.0,23.0,94.0,6.0,94.0
2019-12-15,52.0,20.0,18.0,99.0,5.0,99.0
