tanggal,pm10,so2,co,o3,no2,max
2013-07-11,34.0,6.0,32.0,118.0,9.0,118.0
2013-07-12,53.0,2.0,28.0,88.0,13.0,88.0
2013-07-13,57.0,1.0,29.0,83.0,11.0,83.0
2013-07-14,30.0,13.0,16.0,74.0,15.0,74.0
2013-07-15,61.0,2.0,23.0,76.0,13.0,76.0
2013-07-16,77.0,31.0,34.0,45.0,17.0,77.0
2013-07-17,70.0,2.0,27.0,117.0,11.0,117.0
2013-07-19,60.0,7.0,18.0,99.0,14.0,99.0
2013-07-20,70.0,4.0,26.0,129.0,13.0,129.0
2013-07-21,68.0,25.0,22.0,105.0,17.0,105.0
2013-07-22,62.0,6.0,32.0,112.0,15.0,112.0
2013-07-23,81.0,7.0,46.0,93.0,23.0,93.0
2013-07-24,64.0,30.0,17.0,46.0,15.0,64.0
2013-07-25,65.0,3.0,25.0,56.0,11.0,65.0
2013-07-26,57.0,4.0,11.0,46.0,7.0,57.0
2013-07-27,72.0,4.0,16.0,91.0,10.0,91.0
2013-07-28,78.0,3.0,41.0,78.0,14.0,78.0
2013-07-29,80.0,4.0,24.0,115.0,12.0,115.0
2013-07-30,43.0,6.0,24.0,85.0,11.0,85.0
2013-07-31,75.0,4.0,18.0,88.0,8.0,88.0
2013-08-01,42.0,10.0,27.0,104.0,9.0,104.0
2013-08-02,25.0,9.0,37.0,75.0,12.0,75.0
2013-08-03,68.0,7.0,10.0,72.0,10.0,72.0
2013-08-04,26.0,6.0,38.0,75.0,12.0,75.0
2013-08-05,66.0,6.0,8.0,87.0,9.0,87.0
2013-08-06,86.0,7.0,12.0,122.0,13.0,122.0
2013-08-07,61.0,5.0,7.0,86.0,7.0,86.0
2013-08-08,64.0,2.0,39.0,94.0,10.0,94.0
2013-08-09,51.0,1.0,14.0,87.0,9.0,87.0
2013-08-10,66.0,4.0,27.0,117.0,9.0,117.0
2013-08-11,59.0,4.0,23.0,92.0,15.0,92.0
2013-08-12,20.0,5.0,17.0,110.0,15.0,110.0
2013-08-13,22.0,5.0,39.0,119.0,10.0,119.0
2013-08-14,28.0,7.0,19.0,115.0,7.0,115.0
2013-08-15,72.0,3.0,17.0,52.0,11.0,72.0
2013-08-16,57.0,9.0,23.0,68.0,10.0,68.0
2013-08-17,68.0,2.0,18.0,59.0,7.0,68.0
2013-08-18,54.0,2.0,14.0,79.0,10.0,79.0
2013-08-19,60.0,5.0,20.0,71.0,13.0,71.0
2013-08-20,23.0,7.0,23.0,110.0,8.0,110.0
2013-08-21,17.0,8.0,24.0,107.0,8.0,107.0
2013-08-22,67.0,26.0,15.0,85.0,14.0,85.0
2013-08-23,82.0,10.0,8.0,113.0,15.0,113.0
2013-08-24,74.0,8.0,8.0,88.0,13.0,88.0
2013-08-25,63.0,9.0,5.0,75.0,10.0,75.0
2013-08-26,78.0,5.0,16.0,59.0,13.0,78.0
2013-08-27,66.0,8.0,6.0,85.0,10.0,85.0
2013-08-28,74.0,3.0,14.0,124.0,8.0,124.0
2013-08-29,74.0,3.0,12.0,58.0,8.0,74.0
2013-08-30,91.0,3.0,18.0,56.0,9.0,91.0
2013-08-31,14.0,6.0,27.0,81.0,9.0,81.0
2013-09-01,74.0,2.0,16.0,57.0,7.0,74.0
2013-09-02,28.0,6.0,30.0,109.0,8.0,109.0
2013-09-03,75.0,8.0,10.0,125.0,10.0,125.0
2013-09-04,53.0,19.0,15.0,98.0,13.0,98.0
2013-09-05,70.0,7.0,10.0,139.0,12.0,139.0
2013-09-06,61.0,2.0,13.0,123.0,12.0,123.0
2013-09-07,68.0,3.0,20.0,78.0,13.0,78.0
2013-09-08,18.0,7.0,22.0,92.0,7.0,92.0
2013-09-09,20.0,8.0,27.0,90.0,10.0,90.0
2013-09-10,21.0,8.0,42.0,98.0,10.0,98.0
2013-09-11,22.0,9.0,30.0,105.0,18.0,105.0
2013-09-12,76.0,5.0,13.0,65.0,12.0,76.0
2013-09-13,19.0,7.0,31.0,114.0,9.0,114.0
2013-09-14,71.0,3.0,14.0,113.0,10.0,113.0
2013-09-15,20.0,6.0,35.0,98.0,8.0,98.0
2013-09-16,52.0,7.0,7.0,63.0,12.0,63.0
2013-09-17,68.0,7.0,9.0,138.0,10.0,138.0
2013-09-18,67.0,4.0,16.0,110.0,11.0,110.0
2013-09-19,69.0,10.0,8.0,91.0,10.0,91.0
2013-09-20,18.0,7.0,20.0,84.0,11.0,84.0
2013-09-21,62.0,6.0,6.0,134.0,9.0,134.0
2013-09-22,20.0,7.0,19.0,107.0,6.0,107.0
2013-09-23,61.0,7.0,6.0,128.0,9.0,128.0
2013-09-24,60.0,8.0,5.0,79.0,8.0,79.0
2013-09-25,76.0,7.0,7.0,117.0,11.0,117.0
2013-09-26,67.0,4.0,17.0,100.0,16.0,100.0
2013-09-27,62.0,4.0,13.0,118.0,17.0,118.0
2013-09-28,46.0,8.0,18.0,91.0,5.0,91.0
2013-09-29,77.0,10.0,15.0,88.0,12.0,88.0
2013-09-30,73.0,7.0,8.0,54.0,9.0,73.0
2013-10-01,101.0,8.0,21.0,79.0,23.0,101.0
2013-10-02,82.0,10.0,10.0,110.0,13.0,110.0
2013-10-03,41.0,19.0,32.0,110.0,6.0,110.0
2013-10-04,85.0,4.0,16.0,134.0,10.0,134.0
2013-10-05,68.0,28.0,16.0,107.0,17.0,107.0
2013-10-06,69.0,7.0,6.0,134.0,7.0,134.0
2013-10-08,90.0,9.0,11.0,88.0,21.0,90.0
2013-10-09,70.0,8.0,9.0,117.0,12.0,117.0
2013-10-10,43.0,8.0,22.0,93.0,13.0,93.0
2013-10-11,51.0,9.0,38.0,107.0,15.0,107.0
2013-10-12,36.0,8.0,19.0,121.0,8.0,121.0
2013-10-13,67.0,4.0,11.0,119.0,8.0,119.0
2013-10-14,65.0,3.0,36.0,120.0,9.0,120.0
2013-10-15,31.0,8.0,24.0,80.0,10.0,80.0
2013-10-16,30.0,8.0,24.0,80.0,9.0,80.0
2013-10-17,72.0,4.0,11.0,45.0,8.0,72.0
2013-10-18,73.0,4.0,8.0,83.0,8.0,83.0
2013-10-19,37.0,8.0,47.0,139.0,8.0,139.0
2013-10-20,56.0,11.0,5.0,91.0,12.0,91.0
2013-10-21,60.0,34.0,20.0,105.0,15.0,105.0
2013-10-22,39.0,8.0,30.0,89.0,7.0,89.0
2013-10-23,62.0,8.0,10.0,91.0,16.0,91.0
2013-10-24,28.0,7.0,37.0,103.0,11.0,103.0
2013-10-25,70.0,3.0,19.0,159.0,14.0,159.0
2013-10-26,69.0,7.0,10.0,110.0,11.0,110.0
2013-10-27,75.0,45.0,30.0,85.0,18.0,85.0
2013-10-30,54.0,3.0,26.0,95.0,12.0,95.0
2013-11-02,64.0,8.0,10.0,97.0,11.0,97.0
2013-11-03,70.0,8.0,12.0,98.0,12.0,98.0
2013-11-04,56.0,25.0,18.0,123.0,16.0,123.0
2013-11-05,58.0,23.0,17.0,118.0,14.0,118.0
2013-11-06,77.0,4.0,37.0,159.0,14.0,159.0
2013-11-07,80.0,4.0,25.0,152.0,13.0,152.0
2013-11-08,58.0,3.0,10.0,132.0,12.0,132.0
2013-11-09,47.0,2.0,29.0,101.0,12.0,101.0
2013-11-10,59.0,30.0,25.0,131.0,16.0,131.0
2013-11-11,56.0,3.0,20.0,157.0,10.0,157.0
2013-11-12,76.0,10.0,13.0,87.0,15.0,87.0
2013-11-13,55.0,7.0,8.0,140.0,10.0,140.0
2013-11-14,23.0,8.0,49.0,121.0,10.0,121.0
2013-11-15,53.0,28.0,28.0,104.0,26.0,104.0
2013-11-16,41.0,4.0,8.0,97.0,8.0,97.0
2013-11-17,41.0,3.0,16.0,111.0,8.0,111.0
2013-11-19,40.0,23.0,19.0,59.0,9.0,59.0
2013-11-20,50.0,3.0,11.0,25.0,6.0,50.0
2013-11-21,35.0,22.0,17.0,58.0,14.0,58.0
2013-11-22,52.0,30.0,20.0,128.0,21.0,128.0
2013-11-26,66.0,9.0,7.0,34.0,16.0,66.0
2013-11-27,54.0,35.0,20.0,112.0,28.0,112.0
2013-11-28,60.0,4.0,11.0,127.0,8.0,127.0
2013-12-05,53.0,9.0,9.0,133.0,13.0,133.0
2013-12-09,55.0,4.0,28.0,88.0,12.0,88.0
2013-12-10,45.0,8.0,12.0,142.0,3.0,142.0
2013-12-11,57.0,5.0,16.0,96.0,11.0,96.0
2013-12-12,40.0,19.0,22.0,53.0,20.0,53.0
2013-12-16,41.0,6.0,21.0,141.0,18.0,141.0
2013-12-20,52.0,6.0,22.0,79.0,8.0,79.0
2013-12-22,26.0,6.0,12.0,54.0,3.0,54.0
2013-12-23,27.0,7.0,15.0,53.0,3.0,53.0
2013-12-25,57.0,9.0,32.0,63.0,12.0,63.0
2013-12-27,72.0,8.0,49.0,71.0,12.0,72.0
2013-12-29,53.0,8.0,17.0,63.0,6.0,63.0
2013-12-30,35.0,10.0,9.0,67.0,4.0,67.0
2014-01-01,77.0,3.0,39.0,54.0,13.0,77.0
2014-01-02,37.0,7.0,29.0,74.0,7.0,74.0
2014-01-03,55.0,8.0,34.0,97.0,8.0,97.0
2014-01-05,39.0,4.0,18.0,48.0,10.0,48.0
2014-01-06,27.0,2.0,18.0,45.0,6.0,45.0
2014-01-07,40.0,5.0,27.0,52.0,13.0,52.0
2014-01-08,51.0,6.0,20.0,65.0,6.0,65.0
2014-01-09,39.0,6.0,54.0,43.0,6.0,54.0
2014-01-10,29.0,1.0,15.0,95.0,15.0,95.0
2014-01-11,56.0,6.0,23.0,96.0,6.0,96.0
2014-01-12,44.0,1.0,25.0,71.0,13.0,71.0
2014-01-13,20.0,6.0,18.0,70.0,8.0,70.0
2014-01-14,34.0,9.0,19.0,72.0,6.0,72.0
2014-01-15,46.0,3.0,29.0,54.0,10.0,54.0
2014-01-16,50.0,4.0,39.0,46.0,14.0,50.0
2014-01-17,30.0,5.0,20.0,61.0,9.0,61.0
2014-01-18,39.0,1.0,25.0,55.0,15.0,55.0
2014-01-20,54.0,2.0,23.0,53.0,13.0,54.0
2014-01-21,19.0,5.0,12.0,54.0,6.0,54.0
2014-01-22,59.0,7.0,29.0,51.0,15.0,59.0
2014-01-23,48.0,2.0,26.0,53.0,15.0,53.0
2014-01-24,59.0,4.0,41.0,50.0,17.0,59.0
2014-01-25,26.0,6.0,14.0,56.0,7.0,56.0
2014-01-26,67.0,3.0,43.0,36.0,10.0,67.0
2014-01-27,65.0,2.0,29.0,51.0,13.0,65.0
2014-01-28,19.0,5.0,19.0,53.0,9.0,53.0
2014-01-29,19.0,5.0,20.0,51.0,9.0,51.0
2014-01-30,54.0,2.0,25.0,35.0,9.0,54.0
2014-01-31,56.0,1.0,23.0,43.0,9.0,56.0
2014-02-01,61.0,1.0,22.0,47.0,9.0,61.0
2014-02-02,32.0,1.0,7.0,50.0,9.0,50.0
2014-02-05,53.0,6.0,44.0,85.0,11.0,85.0
2014-02-06,51.0,5.0,40.0,83.0,9.0,83.0
2014-02-07,46.0,6.0,37.0,66.0,8.0,66.0
2014-02-08,37.0,4.0,11.0,60.0,6.0,60.0
2014-02-10,39.0,6.0,24.0,80.0,17.0,80.0
2014-02-11,55.0,6.0,27.0,75.0,16.0,75.0
2014-02-12,63.0,6.0,30.0,77.0,12.0,77.0
2014-02-13,38.0,8.0,40.0,79.0,12.0,79.0
2014-02-14,51.0,3.0,13.0,63.0,17.0,63.0
2014-02-15,78.0,3.0,37.0,40.0,12.0,78.0
2014-02-16,82.0,7.0,43.0,45.0,10.0,82.0
2014-02-17,113.0,4.0,61.0,66.0,20.0,113.0
2014-02-18,76.0,4.0,35.0,61.0,12.0,76.0
2014-02-19,75.0,7.0,37.0,48.0,16.0,75.0
2014-02-20,91.0,4.0,36.0,75.0,11.0,91.0
2014-02-21,52.0,3.0,13.0,73.0,7.0,73.0
2014-02-22,38.0,7.0,18.0,52.0,6.0,52.0
2014-02-23,27.0,6.0,42.0,54.0,10.0,54.0
2014-02-25,54.0,5.0,43.0,53.0,25.0,54.0
2014-02-26,52.0,8.0,23.0,58.0,18.0,58.0
2014-02-27,65.0,2.0,47.0,83.0,15.0,83.0
2014-02-28,105.0,4.0,119.0,86.0,24.0,119.0
2014-03-01,40.0,9.0,31.0,91.0,7.0,91.0
2014-03-02,52.0,7.0,11.0,92.0,10.0,92.0
2014-03-03,25.0,9.0,25.0,144.0,6.0,144.0
2014-03-04,26.0,10.0,26.0,156.0,9.0,156.0
2014-03-05,63.0,8.0,9.0,98.0,15.0,98.0
2014-03-06,105.0,6.0,54.0,190.0,19.0,190.0
2014-03-07,77.0,14.0,27.0,101.0,24.0,101.0
2014-03-08,33.0,9.0,25.0,85.0,9.0,85.0
2014-03-09,89.0,4.0,39.0,65.0,8.0,89.0
2014-03-10,82.0,3.0,24.0,76.0,10.0,82.0
2014-03-11,95.0,7.0,14.0,59.0,17.0,95.0
2014-03-12,69.0,2.0,59.0,66.0,9.0,69.0
2014-03-13,89.0,8.0,11.0,96.0,24.0,96.0
2014-03-14,26.0,8.0,34.0,99.0,11.0,99.0
2014-03-15,37.0,8.0,51.0,138.0,12.0,138.0
2014-03-16,97.0,8.0,16.0,76.0,13.0,97.0
2014-03-17,77.0,7.0,20.0,146.0,17.0,146.0
2014-03-18,68.0,8.0,14.0,126.0,19.0,126.0
2014-03-19,76.0,6.0,30.0,98.0,17.0,98.0
2014-03-20,86.0,5.0,37.0,195.0,17.0,195.0
2014-03-21,64.0,6.0,18.0,88.0,7.0,88.0
2014-03-22,64.0,4.0,20.0,54.0,9.0,64.0
2014-03-23,49.0,7.0,13.0,71.0,8.0,71.0
2014-03-24,83.0,4.0,50.0,75.0,12.0,83.0
2014-03-25,62.0,3.0,21.0,63.0,9.0,63.0
2014-03-26,54.0,3.0,17.0,83.0,10.0,83.0
2014-03-27,55.0,11.0,54.0,114.0,12.0,114.0
2014-03-28,62.0,8.0,32.0,163.0,23.0,163.0
2014-03-29,66.0,5.0,23.0,118.0,13.0,118.0
2014-03-30,66.0,3.0,21.0,91.0,9.0,91.0
2014-03-31,71.0,5.0,29.0,89.0,8.0,89.0
2014-04-01,81.0,5.0,30.0,111.0,13.0,111.0
2014-04-05,83.0,6.0,52.0,162.0,12.0,162.0
2014-04-06,53.0,4.0,14.0,94.0,9.0,94.0
2014-04-07,46.0,3.0,12.0,119.0,9.0,119.0
2014-04-08,58.0,5.0,24.0,93.0,9.0,93.0
2014-04-09,43.0,4.0,9.0,78.0,4.0,78.0
2014-04-10,51.0,3.0,10.0,57.0,3.0,57.0
2014-04-11,62.0,5.0,17.0,78.0,7.0,78.0
2014-04-12,68.0,5.0,26.0,94.0,18.0,94.0
2014-04-13,59.0,3.0,13.0,88.0,9.0,88.0
2014-04-14,51.0,4.0,17.0,87.0,6.0,87.0
2014-04-15,49.0,4.0,20.0,99.0,7.0,99.0
2014-04-16,48.0,3.0,10.0,98.0,4.0,98.0
2014-04-17,68.0,9.0,35.0,164.0,26.0,164.0
2014-04-18,66.0,6.0,46.0,158.0,15.0,158.0
2014-04-19,55.0,4.0,38.0,106.0,14.0,106.0
2014-04-20,51.0,3.0,26.0,76.0,13.0,76.0
2014-04-21,57.0,4.0,18.0,94.0,11.0,94.0
2014-04-22,42.0,8.0,15.0,78.0,9.0,78.0
2014-04-23,64.0,4.0,40.0,180.0,12.0,180.0
2014-04-24,54.0,4.0,21.0,123.0,6.0,123.0
2014-04-25,46.0,8.0,14.0,69.0,20.0,69.0
2014-04-26,45.0,5.0,13.0,163.0,11.0,163.0
2014-04-27,44.0,3.0,14.0,162.0,6.0,162.0
2014-04-28,55.0,4.0,20.0,178.0,12.0,178.0
2014-04-29,54.0,5.0,23.0,165.0,13.0,165.0
2014-04-30,18.0,11.0,23.0,119.0,12.0,119.0
2014-05-01,68.0,5.0,28.0,94.0,13.0,94.0
2014-05-02,88.0,5.0,39.0,131.0,14.0,131.0
2014-05-03,85.0,4.0,97.0,144.0,16.0,144.0
2014-05-08,62.0,4.0,34.0,129.0,14.0,129.0
2014-05-09,55.0,4.0,26.0,200.0,12.0,200.0
2014-05-10,70.0,5.0,24.0,165.0,11.0,165.0
2014-05-11,67.0,4.0,23.0,169.0,11.0,169.0
2014-05-12,70.0,4.0,37.0,144.0,17.0,144.0
2014-05-15,62.0,6.0,21.0,139.0,9.0,139.0
2014-05-16,69.0,4.0,37.0,75.0,10.0,75.0
2014-05-17,52.0,4.0,22.0,106.0,13.0,106.0
2014-05-18,60.0,6.0,27.0,190.0,9.0,190.0
2014-05-19,74.0,5.0,30.0,121.0,11.0,121.0
2014-05-20,58.0,7.0,34.0,133.0,20.0,133.0
2014-05-21,75.0,6.0,31.0,153.0,13.0,153.0
2014-05-22,59.0,6.0,18.0,108.0,13.0,108.0
2014-05-23,57.0,5.0,28.0,93.0,15.0,93.0
2014-05-24,77.0,6.0,41.0,104.0,20.0,104.0
2014-05-25,78.0,6.0,41.0,109.0,12.0,109.0
2014-05-26,57.0,6.0,26.0,114.0,14.0,114.0
2014-05-27,77.0,5.0,45.0,211.0,11.0,211.0
2014-05-30,67.0,8.0,25.0,99.0,12.0,99.0
2014-05-31,59.0,4.0,25.0,100.0,12.0,100.0
2014-06-01,80.0,6.0,35.0,136.0,13.0,136.0
2014-06-02,76.0,10.0,21.0,65.0,13.0,76.0
2014-06-03,86.0,9.0,18.0,51.0,12.0,86.0
2014-06-04,89.0,9.0,22.0,76.0,19.0,89.0
2014-06-05,88.0,7.0,25.0,135.0,11.0,135.0
2014-06-06,82.0,6.0,29.0,94.0,14.0,94.0
2014-06-07,111.0,11.0,21.0,56.0,12.0,111.0
2014-06-08,92.0,12.0,26.0,236.0,11.0,236.0
2014-06-09,87.0,9.0,18.0,64.0,10.0,87.0
2014-06-10,67.0,6.0,27.0,97.0,13.0,97.0
2014-06-11,48.0,11.0,26.0,129.0,10.0,129.0
2014-06-13,52.0,5.0,25.0,205.0,17.0,205.0
2014-06-15,53.0,8.0,25.0,65.0,12.0,65.0
2014-06-16,19.0,12.0,23.0,86.0,12.0,86.0
2014-06-17,53.0,7.0,24.0,117.0,14.0,117.0
2014-06-18,66.0,6.0,34.0,87.0,16.0,87.0
2014-06-19,56.0,15.0,16.0,77.0,24.0,77.0
2014-06-20,69.0,17.0,25.0,68.0,17.0,69.0
2014-06-21,71.0,9.0,14.0,43.0,9.0,71.0
2014-06-22,72.0,16.0,41.0,112.0,21.0,112.0
2014-06-23,65.0,12.0,25.0,92.0,17.0,92.0
2014-06-24,59.0,13.0,17.0,70.0,12.0,70.0
2014-06-25,79.0,10.0,30.0,61.0,8.0,79.0
2014-06-26,51.0,6.0,34.0,67.0,19.0,67.0
2014-06-28,64.0,10.0,20.0,92.0,13.0,92.0
2014-06-29,90.0,15.0,17.0,88.0,13.0,90.0
2014-07-01,77.0,13.0,14.0,95.0,13.0,95.0
2014-07-02,75.0,13.0,12.0,61.0,10.0,75.0
2014-07-05,24.0,11.0,16.0,70.0,7.0,70.0
2014-07-06,56.0,5.0,17.0,61.0,11.0,61.0
2014-07-07,51.0,7.0,20.0,80.0,12.0,80.0
2014-07-10,50.0,5.0,14.0,91.0,7.0,91.0
2014-07-11,58.0,12.0,8.0,35.0,10.0,58.0
2014-07-16,16.0,12.0,19.0,94.0,8.0,94.0
2014-07-17,58.0,6.0,32.0,89.0,17.0,89.0
2014-07-18,13.0,13.0,27.0,76.0,10.0,76.0
2014-07-20,12.0,12.0,16.0,65.0,6.0,65.0
2014-07-21,12.0,12.0,17.0,87.0,4.0,87.0
2014-07-22,60.0,18.0,19.0,104.0,15.0,104.0
2014-07-23,44.0,11.0,8.0,91.0,11.0,91.0
2014-07-24,60.0,16.0,25.0,70.0,19.0,70.0
2014-07-25,67.0,13.0,34.0,68.0,16.0,68.0
2014-07-26,51.0,11.0,20.0,63.0,14.0,63.0
2014-07-27,33.0,5.0,26.0,60.0,11.0,60.0
2014-07-28,59.0,4.0,33.0,90.0,11.0,90.0
2014-07-29,14.0,12.0,13.0,87.0,9.0,87.0
2014-07-30,14.0,12.0,19.0,54.0,6.0,54.0
2014-07-31,51.0,16.0,8.0,84.0,9.0,84.0
2014-08-01,54.0,12.0,9.0,80.0,8.0,80.0
2014-08-02,17.0,13.0,11.0,74.0,4.0,74.0
2014-08-03,15.0,13.0,22.0,77.0,7.0,77.0
2014-08-04,17.0,12.0,19.0,65.0,7.0,65.0
2014-08-05,57.0,14.0,11.0,61.0,11.0,61.0
2014-08-06,57.0,31.0,9.0,51.0,7.0,57.0
2014-08-08,25.0,14.0,22.0,74.0,7.0,74.0
2014-08-09,15.0,14.0,14.0,93.0,5.0,93.0
2014-08-10,25.0,15.0,17.0,88.0,8.0,88.0
2014-08-11,66.0,23.0,11.0,50.0,10.0,66.0
2014-08-12,12.0,12.0,18.0,99.0,6.0,99.0
2014-08-13,13.0,13.0,15.0,98.0,5.0,98.0
2014-08-14,73.0,12.0,10.0,50.0,10.0,73.0
2014-08-15,22.0,14.0,15.0,82.0,7.0,82.0
2014-08-16,14.0,15.0,12.0,85.0,10.0,85.0
2014-08-17,14.0,14.0,24.0,86.0,9.0,86.0
2014-08-18,17.0,14.0,29.0,80.0,10.0,80.0
2014-08-20,64.0,8.0,15.0,104.0,10.0,104.0
2014-08-23,54.0,10.0,12.0,84.0,10.0,84.0
2014-08-24,29.0,14.0,12.0,82.0,7.0,82.0
2014-08-25,61.0,7.0,13.0,90.0,11.0,90.0
2014-08-26,58.0,7.0,15.0,97.0,10.0,97.0
2014-08-27,35.0,14.0,22.0,88.0,7.0,88.0
2014-08-28,22.0,14.0,13.0,78.0,7.0,78.0
2014-08-29,76.0,15.0,13.0,60.0,14.0,76.0
2014-08-30,28.0,13.0,20.0,92.0,8.0,92.0
2014-08-31,30.0,14.0,16.0,83.0,5.0,83.0
2014-09-01,29.0,16.0,12.0,75.0,5.0,75.0
2014-09-02,34.0,16.0,13.0,93.0,7.0,93.0
2014-09-03,87.0,15.0,9.0,101.0,10.0,101.0
2014-09-04,29.0,15.0,17.0,115.0,13.0,115.0
2014-09-05,76.0,13.0,10.0,88.0,14.0,88.0
2014-09-06,61.0,13.0,14.0,97.0,15.0,97.0
2014-09-07,36.0,15.0,20.0,89.0,11.0,89.0
2014-09-08,71.0,8.0,23.0,80.0,14.0,80.0
2014-09-09,39.0,15.0,26.0,106.0,11.0,106.0
2014-09-10,48.0,15.0,27.0,83.0,12.0,83.0
2014-09-11,43.0,15.0,16.0,89.0,8.0,89.0
2014-09-12,26.0,16.0,19.0,87.0,12.0,87.0
2014-09-13,42.0,17.0,21.0,91.0,13.0,91.0
2014-09-14,22.0,16.0,14.0,88.0,6.0,88.0
2014-09-15,25.0,18.0,20.0,102.0,11.0,102.0
2014-09-16,29.0,16.0,27.0,112.0,17.0,112.0
2014-09-18,21.0,17.0,16.0,81.0,9.0,81.0
2014-09-20,23.0,19.0,15.0,86.0,10.0,86.0
2014-09-21,27.0,15.0,32.0,90.0,9.0,90.0
2014-09-22,22.0,15.0,20.0,79.0,6.0,79.0
2014-09-23,14.0,16.0,15.0,76.0,7.0,76.0
2014-09-24,99.0,14.0,5.0,34.0,14.0,99.0
2014-09-25,76.0,19.0,20.0,124.0,19.0,124.0
2014-09-26,20.0,17.0,25.0,107.0,9.0,107.0
2014-09-27,85.0,16.0,7.0,78.0,15.0,85.0
2014-09-28,90.0,16.0,6.0,79.0,17.0,90.0
2014-09-29,78.0,15.0,5.0,93.0,13.0,93.0
2014-09-30,66.0,26.0,22.0,77.0,19.0,77.0
2014-10-01,102.0,16.0,6.0,67.0,15.0,102.0
2014-10-02,74.0,14.0,4.0,74.0,12.0,74.0
2014-10-03,78.0,15.0,4.0,83.0,14.0,83.0
2014-10-04,74.0,14.0,4.0,62.0,10.0,74.0
2014-10-05,61.0,13.0,26.0,80.0,17.0,80.0
2014-10-06,66.0,9.0,16.0,124.0,10.0,124.0
2014-10-07,83.0,18.0,5.0,75.0,14.0,83.0
2014-10-08,56.0,15.0,17.0,89.0,17.0,89.0
2014-10-09,66.0,16.0,4.0,78.0,16.0,78.0
2014-10-10,75.0,16.0,13.0,81.0,14.0,81.0
2014-10-11,53.0,20.0,22.0,121.0,15.0,121.0
2014-10-12,34.0,17.0,24.0,106.0,20.0,106.0
2014-10-13,53.0,15.0,16.0,131.0,16.0,131.0
2014-10-14,77.0,14.0,7.0,48.0,14.0,77.0
2014-10-15,81.0,15.0,5.0,89.0,13.0,89.0
2014-10-16,92.0,17.0,5.0,71.0,21.0,92.0
2014-10-17,93.0,13.0,4.0,70.0,11.0,93.0
2014-10-18,91.0,14.0,4.0,46.0,12.0,91.0
2014-10-19,94.0,15.0,6.0,49.0,13.0,94.0
2014-10-20,70.0,9.0,16.0,78.0,11.0,78.0
2014-10-21,81.0,16.0,5.0,58.0,14.0,81.0
2014-10-22,83.0,12.0,7.0,70.0,11.0,83.0
2014-10-23,72.0,8.0,12.0,116.0,9.0,116.0
2014-10-24,100.0,17.0,14.0,81.0,16.0,100.0
2014-10-25,116.0,21.0,18.0,76.0,14.0,116.0
2014-10-26,67.0,8.0,19.0,92.0,14.0,92.0
2014-10-29,84.0,20.0,13.0,70.0,17.0,84.0
2014-11-02,56.0,9.0,16.0,107.0,11.0,107.0
2014-11-04,67.0,20.0,16.0,94.0,15.0,94.0
2014-11-05,57.0,17.0,9.0,71.0,13.0,71.0
2014-11-06,56.0,8.0,16.0,90.0,9.0,90.0
2014-11-07,71.0,9.0,21.0,94.0,13.0,94.0
2014-11-08,65.0,8.0,15.0,146.0,9.0,146.0
2014-11-09,64.0,15.0,29.0,94.0,24.0,94.0
2014-11-10,60.0,15.0,16.0,99.0,17.0,99.0
2014-11-11,54.0,14.0,22.0,103.0,18.0,103.0
2014-11-12,69.0,16.0,28.0,83.0,21.0,83.0
2014-11-13,41.0,8.0,16.0,100.0,11.0,100.0
2014-11-14,63.0,12.0,8.0,87.0,14.0,87.0
2014-11-15,79.0,23.0,26.0,103.0,27.0,103.0
2014-11-16,67.0,19.0,16.0,104.0,17.0,104.0
2014-11-17,47.0,8.0,15.0,70.0,8.0,70.0
2014-11-18,51.0,11.0,32.0,82.0,15.0,82.0
2014-11-19,54.0,10.0,19.0,104.0,12.0,104.0
2014-11-21,60.0,15.0,19.0,72.0,13.0,72.0
2014-11-22,51.0,9.0,26.0,82.0,16.0,82.0
2014-11-23,78.0,12.0,8.0,36.0,12.0,78.0
2014-11-24,57.0,15.0,19.0,105.0,14.0,105.0
2014-11-25,50.0,16.0,17.0,92.0,17.0,92.0
2014-11-26,39.0,7.0,21.0,93.0,9.0,93.0
2014-11-27,69.0,19.0,30.0,100.0,22.0,100.0
2014-11-28,66.0,17.0,24.0,140.0,19.0,140.0
2014-11-29,79.0,23.0,35.0,64.0,30.0,79.0
2014-11-30,29.0,9.0,26.0,51.0,15.0,51.0
2014-12-01,33.0,14.0,13.0,34.0,12.0,34.0
2014-12-02,43.0,16.0,16.0,49.0,13.0,49.0
2014-12-03,33.0,13.0,13.0,52.0,11.0,52.0
2014-12-04,54.0,14.0,6.0,77.0,13.0,77.0
2014-12-05,50.0,18.0,16.0,103.0,16.0,103.0
2014-12-06,54.0,14.0,43.0,53.0,13.0,54.0
2014-12-07,52.0,15.0,39.0,56.0,11.0,56.0
2014-12-08,30.0,14.0,19.0,52.0,11.0,52.0
2014-12-09,41.0,15.0,24.0,47.0,12.0,47.0
2014-12-10,38.0,17.0,13.0,51.0,11.0,51.0
2014-12-11,61.0,14.0,8.0,35.0,12.0,61.0
2014-12-12,52.0,12.0,10.0,31.0,6.0,52.0
2014-12-13,59.0,13.0,9.0,58.0,6.0,59.0
2014-12-14,50.0,13.0,6.0,35.0,6.0,50.0
2014-12-15,25.0,16.0,10.0,41.0,12.0,41.0
